,chapter_no,topic_no,topic_prob
0,2094.0,0.0,0.016060046153558685
1,2094.0,1.0,0.01336150854026644
2,2094.0,2.0,0.026441907391255744
3,2094.0,3.0,0.0021003359625913305
4,2094.0,4.0,0.0039524561959486905
5,2094.0,5.0,0.015192065965376162
6,2094.0,6.0,0.016886756579453925
7,2094.0,7.0,0.01902119682348546
8,2094.0,8.0,0.006046853208502264
9,2094.0,9.0,0.01823991078413397
10,2095.0,0.0,0.032180187205100824
11,2095.0,1.0,0.023750787634118496
12,2095.0,2.0,0.023675572501701946
13,2095.0,3.0,0.0012474532903547465
14,2095.0,4.0,0.008840540179200574
15,2095.0,5.0,0.02224378210403547
16,2095.0,6.0,0.018974770951906146
17,2095.0,7.0,0.011786831169813177
18,2095.0,8.0,0.008625547310357978
19,2095.0,9.0,0.008528645345593439
20,2096.0,0.0,0.024848973067418203
21,2096.0,1.0,0.02691463300211804
22,2096.0,2.0,0.013292159158763221
23,2096.0,3.0,0.0011491623191922495
24,2096.0,4.0,0.01180065776279773
25,2096.0,5.0,0.007589751343876245
26,2096.0,6.0,0.020535211132945222
27,2096.0,7.0,0.020487028542252293
28,2096.0,8.0,0.00877108174148375
29,2096.0,9.0,0.01862155984181001
30,2097.0,0.0,0.040993420689016104
31,2097.0,1.0,0.027114873612759802
32,2097.0,2.0,0.028778358139195343
33,2097.0,3.0,0.015766276143662453
34,2097.0,4.0,0.013162474258633955
35,2097.0,5.0,0.025139864594762085
36,2097.0,6.0,0.020672725071958508
37,2097.0,7.0,0.033931607561926154
38,2097.0,8.0,0.027906849982367893
39,2097.0,9.0,0.01240398146354362
40,2098.0,0.0,0.05116015700060778
41,2098.0,1.0,0.027837274730612264
42,2098.0,2.0,0.025948213654468696
43,2098.0,3.0,0.0025698677835263
44,2098.0,4.0,0.026877101181353842
45,2098.0,5.0,0.016391805080477634
46,2098.0,6.0,0.021029662687117055
47,2098.0,7.0,0.026044255260649598
48,2098.0,8.0,0.031203568812130194
49,2098.0,9.0,0.015513590288554164
50,2099.0,0.0,0.021448166257449896
