,chapter_no,topic_no,topic_prob
0,2000.0,0.0,0.030149443648263254
1,2000.0,1.0,0.03229058468343159
2,2000.0,2.0,0.02659479106458341
3,2000.0,3.0,0.0
4,2000.0,4.0,0.027805483560793
5,2000.0,5.0,0.011896491699225615
6,2000.0,6.0,0.012148845227843588
7,2000.0,7.0,0.0030507336358689035
8,2000.0,8.0,0.012667850616275542
9,2000.0,9.0,0.009026365679797355
10,2001.0,0.0,0.02113531779788394
11,2001.0,1.0,0.037902986938145436
12,2001.0,2.0,0.01456155489495178
13,2001.0,3.0,0.0
14,2001.0,4.0,0.01040414816433654
15,2001.0,5.0,0.006595417611764023
16,2001.0,6.0,0.02708015306986625
17,2001.0,7.0,0.018587355757903153
18,2001.0,8.0,0.034149513594233676
19,2001.0,9.0,0.013714246866298695
20,2002.0,0.0,0.021024808890300072
21,2002.0,1.0,0.031977550224159434
22,2002.0,2.0,0.009664849276227254
23,2002.0,3.0,0.0
24,2002.0,4.0,0.01916558967255774
25,2002.0,5.0,0.009359819393503456
26,2002.0,6.0,0.025811208323591923
27,2002.0,7.0,0.021056018513630596
28,2002.0,8.0,0.012555441373091452
29,2002.0,9.0,0.003781301810557142
30,2003.0,0.0,0.04385477835553211
31,2003.0,1.0,0.027333276592383143
32,2003.0,2.0,0.05364959678694095
33,2003.0,3.0,0.0
34,2003.0,4.0,0.017170802830038183
35,2003.0,5.0,0.028315184511220184
36,2003.0,6.0,0.02477226125234143
37,2003.0,7.0,0.01828184287028519
38,2003.0,8.0,0.05258019406225454
39,2003.0,9.0,0.0205634961350532
40,2004.0,0.0,0.0552666534092925
41,2004.0,1.0,0.026767390779040223
42,2004.0,2.0,0.032469701902012864
43,2004.0,3.0,6.428419758333919e-05
44,2004.0,4.0,0.023740216845932673
45,2004.0,5.0,0.015596730816484591
46,2004.0,6.0,0.017563722754661285
47,2004.0,7.0,0.014273048816445392
48,2004.0,8.0,0.055588673646388524
49,2004.0,9.0,0.014941106143195881
50,2005.0,0.0,0.049109082163481144
51,2005.0,1.0,0.03236916204123907
52,2005.0,2.0,0.02572841790957467
53,2005.0,3.0,0.0027001789776802143
54,2005.0,4.0,0.020629631928339106
55,2005.0,5.0,0.011967498841530968
56,2005.0,6.0,0.027202228267743055
57,2005.0,7.0,0.01855678363086944
58,2005.0,8.0,0.14536103286442634
59,2005.0,9.0,0.019015035526283277
60,2006.0,0.0,0.0243643137716337
61,2006.0,1.0,0.028532151215226568
62,2006.0,2.0,0.016145516467786558
63,2006.0,3.0,0.0
64,2006.0,4.0,0.02420987825961996
65,2006.0,5.0,0.014379557997568897
66,2006.0,6.0,0.012203014689799759
67,2006.0,7.0,0.017141330292600107
68,2006.0,8.0,0.012900699825305744
69,2006.0,9.0,0.01398511643067722
70,2007.0,0.0,0.04482246961288458
71,2007.0,1.0,0.03921271151909026
72,2007.0,2.0,0.028203491223683406
73,2007.0,3.0,0.01452613651587412
74,2007.0,4.0,0.03144550668833204
75,2007.0,5.0,0.051371305747680986
76,2007.0,6.0,0.029018438254504567
77,2007.0,7.0,0.01002109651765483
78,2007.0,8.0,0.015725476566820787
79,2007.0,9.0,0.019920858172638355
80,2009.0,0.0,0.03270190137395158
81,2009.0,1.0,0.02719041200051535
82,2009.0,2.0,0.014202320324556726
83,2009.0,3.0,0.025072849284954127
84,2009.0,4.0,0.02220001798965659
85,2009.0,5.0,0.008053262986069756
86,2009.0,6.0,0.028107721893175307
87,2009.0,7.0,0.0050098181273393935
88,2009.0,8.0,0.0028936831167271308
89,2009.0,9.0,0.005831562574755308
90,2010.0,0.0,0.0383512804084043
91,2010.0,1.0,0.019324423740557668
92,2010.0,2.0,0.029401953256072297
93,2010.0,3.0,0.023315512055459685
