,chapter_no,topic_no,topic_prob
0,2162.0,0.0,0.022268716550143824
1,2162.0,1.0,0.009443590406596768
2,2162.0,2.0,0.00607360080914492
3,2162.0,3.0,0.0004942207956687385
4,2162.0,4.0,0.024692119181225106
5,2162.0,5.0,0.005420906631384595
6,2162.0,6.0,0.007237735520380182
7,2162.0,7.0,0.0014037631520533278
8,2162.0,8.0,0.031555883191688845
9,2162.0,9.0,0.001778303343971264
10,2163.0,0.0,0.010601671575684214
11,2163.0,1.0,0.017481612482036543
12,2163.0,2.0,0.016433184355166854
13,2163.0,3.0,0.00014406174999620586
14,2163.0,4.0,0.009821770146703908
15,2163.0,5.0,0.017966484804687443
16,2163.0,6.0,0.010513659312860442
17,2163.0,7.0,0.0037055909014627113
18,2163.0,8.0,0.007739204876124444
19,2163.0,9.0,0.005330753712271932
20,2164.0,0.0,0.045275447099067376
21,2164.0,1.0,0.011264236252524049
22,2164.0,2.0,0.017093435327621333
23,2164.0,3.0,0.00036073976343091636
24,2164.0,4.0,0.028001644843836694
25,2164.0,5.0,0.02394451453430008
26,2164.0,6.0,0.023123390012504026
27,2164.0,7.0,0.012949597507961924
28,2164.0,8.0,0.0041373594780089755
29,2164.0,9.0,0.01776426441630881
30,2165.0,0.0,0.02272111568097998
31,2165.0,1.0,0.014679723930557007
32,2165.0,2.0,0.0012421563859170298
33,2165.0,3.0,0.004016632215759682
34,2165.0,4.0,0.029522161936140538
35,2165.0,5.0,0.012316298973168627
36,2165.0,6.0,0.010474465314657249
37,2165.0,7.0,0.009691602466455732
38,2165.0,8.0,0.01763503731258993
39,2165.0,9.0,0.009735552552402505
40,2166.0,0.0,0.04883011541057066
41,2166.0,1.0,0.036113949564469845
42,2166.0,2.0,0.010207870172708366
43,2166.0,3.0,0.004946568429068302
44,2166.0,4.0,0.0301858681133861
45,2166.0,5.0,0.023304694215372918
46,2166.0,6.0,0.011803999743910625
47,2166.0,7.0,0.016470909056551984
48,2166.0,8.0,0.017299145972462248
49,2166.0,9.0,0.021961881145480144
50,2167.0,0.0,0.05197244093514283
51,2167.0,1.0,0.019773084527363063
52,2167.0,2.0,0.027354584439552975
53,2167.0,3.0,0.02126931859678006
54,2167.0,4.0,0.03405076177469227
55,2167.0,5.0,0.024522953903679
56,2167.0,6.0,0.02222964466243736
57,2167.0,7.0,0.02356354044526028
58,2167.0,8.0,0.010356802109128472
59,2167.0,9.0,0.029670613207451492
60,2168.0,0.0,0.05538733031787358
61,2168.0,1.0,0.028919693407987345
62,2168.0,2.0,0.015671298021232342
63,2168.0,3.0,0.015091714028946043
64,2168.0,4.0,0.04787001004316425
65,2168.0,5.0,0.036028701859551863
66,2168.0,6.0,0.020800489325860115
67,2168.0,7.0,0.019145221519691537
68,2168.0,8.0,0.016288364529182454
69,2168.0,9.0,0.013455809982922368
70,2170.0,0.0,0.03572535861030122
71,2170.0,1.0,0.024586492349235888
72,2170.0,2.0,0.010348866890045392
73,2170.0,3.0,0.01778188009105734
74,2170.0,4.0,0.030907064135384885
75,2170.0,5.0,0.02417538050343051
76,2170.0,6.0,0.01795019683691242
77,2170.0,7.0,0.02797322108030895
78,2170.0,8.0,0.018764720425119633
79,2170.0,9.0,0.01901545162874506
80,2172.0,0.0,0.044775568988659836
81,2172.0,1.0,0.04036068608248468
82,2172.0,2.0,0.018566547125288924
83,2172.0,3.0,0.01774257355408745
84,2172.0,4.0,0.03082628840922362
85,2172.0,5.0,0.013306709750419355
86,2172.0,6.0,0.01900946388797056
87,2172.0,7.0,0.02013626295062165
88,2172.0,8.0,0.02228831898782064
89,2172.0,9.0,0.021638258637257723
90,2173.0,0.0,0.031230572084412177
91,2173.0,1.0,0.026949549381400168
92,2173.0,2.0,0.006015462765064516
93,2173.0,3.0,0.0227075680680851
94,2173.0,4.0,0.036946485227501456
95,2173.0,5.0,0.024178369520457283
96,2173.0,6.0,0.01382091213570384
97,2173.0,7.0,0.011757204930212003
98,2173.0,8.0,0.011774964526279312
99,2173.0,9.0,0.007607298166615691
100,2174.0,0.0,0.024859247389747034
101,2174.0,1.0,0.019464858511789442
102,2174.0,2.0,0.01059212619321198
103,2174.0,3.0,0.018551886154387628
104,2174.0,4.0,0.0392424854618263
105,2174.0,5.0,0.030151981235222263
106,2174.0,6.0,0.011713832996757406
107,2174.0,7.0,0.017485298371287043
108,2174.0,8.0,0.025653804344444097
109,2174.0,9.0,0.008882663906094738
110,2176.0,0.0,0.0523434251728218
111,2176.0,1.0,0.028106957699809046
112,2176.0,2.0,0.021048103054501534
113,2176.0,3.0,0.015485548664167837
114,2176.0,4.0,0.013538121755699534
115,2176.0,5.0,0.03081568114920049
116,2176.0,6.0,0.017919100447783592
117,2176.0,7.0,0.021252432418160137
118,2176.0,8.0,0.01204541796437452
119,2176.0,9.0,0.013144188624813575
120,2177.0,0.0,0.012787601729889738
121,2177.0,1.0,0.022010440753131723
122,2177.0,2.0,0.005703657652312644
123,2177.0,3.0,0.02296658463979843
124,2177.0,4.0,0.03119670108353915
125,2177.0,5.0,0.04631146463144215
126,2177.0,6.0,0.012992492363807766
127,2177.0,7.0,0.01366398834212835
128,2177.0,8.0,0.014487623677186917
129,2177.0,9.0,0.025416414542233236
130,2178.0,0.0,0.010406617117659903
131,2178.0,1.0,0.014291734590375802
132,2178.0,2.0,0.008902219867314192
133,2178.0,3.0,0.02297940879274591
134,2178.0,4.0,0.02188115516071882
135,2178.0,5.0,0.017300931745272582
136,2178.0,6.0,0.017148537468100793
137,2178.0,7.0,0.007560815729366288
138,2178.0,8.0,0.03839948871666935
139,2178.0,9.0,0.011184693791136423
140,2179.0,0.0,0.013413644799724695
141,2179.0,1.0,0.03138116668057518
142,2179.0,2.0,0.0008643804561288437
143,2179.0,3.0,0.00984459870334776
144,2179.0,4.0,0.023400952329570717
145,2179.0,5.0,0.022944514885431568
146,2179.0,6.0,0.012666399882983154
147,2179.0,7.0,0.009025579244310387
148,2179.0,8.0,0.018119888556204503
149,2179.0,9.0,0.019111752764324072
150,2180.0,0.0,0.035532963523694894
151,2180.0,1.0,0.024082894275368288
152,2180.0,2.0,0.014106785953518384
153,2180.0,3.0,0.0201323130914775
154,2180.0,4.0,0.031209284898148025
155,2180.0,5.0,0.023627280463357984
156,2180.0,6.0,0.031874605798585864
157,2180.0,7.0,0.014965996507955336
158,2180.0,8.0,0.023872840263219144
159,2180.0,9.0,0.02687957325941326
160,2182.0,0.0,0.03218101730640157
161,2182.0,1.0,0.009681562014142107
162,2182.0,2.0,0.018029540460003227
163,2182.0,3.0,0.011660051316007903
164,2182.0,4.0,0.019300131048638595
165,2182.0,5.0,0.016660061239111845
166,2182.0,6.0,0.010663156963253364
167,2182.0,7.0,0.01765225089279711
168,2182.0,8.0,0.025141172521992886
169,2182.0,9.0,0.004496160489714874
170,2183.0,0.0,0.04344105850643778
171,2183.0,1.0,0.034109485067619676
172,2183.0,2.0,0.0099920509752961
173,2183.0,3.0,0.007627253953760952
174,2183.0,4.0,0.021120134931256914
175,2183.0,5.0,0.025090906596617935
176,2183.0,6.0,0.01642616029349473
177,2183.0,7.0,0.0353621602701599
178,2183.0,8.0,0.02030318974783076
179,2183.0,9.0,0.022651919275866458
180,2184.0,0.0,0.03199947324790656
181,2184.0,1.0,0.022717161265529705
182,2184.0,2.0,0.002811734439969903
183,2184.0,3.0,0.012195270179760707
184,2184.0,4.0,0.02882317986384986
185,2184.0,5.0,0.014569990962748029
186,2184.0,6.0,0.020695402623601998
187,2184.0,7.0,0.009600897236389547
188,2184.0,8.0,0.030079481483724586
189,2184.0,9.0,0.012445815188526683
190,2185.0,0.0,0.0359538381046491
191,2185.0,1.0,0.033426500930847404
192,2185.0,2.0,0.02309113209894388
193,2185.0,3.0,0.0038682687074771465
194,2185.0,4.0,0.03028327832088338
195,2185.0,5.0,0.020197511545705548
196,2185.0,6.0,0.012566776887794942
197,2185.0,7.0,0.01786806109549711
198,2185.0,8.0,0.08936179161400384
199,2185.0,9.0,0.020089671802401194
200,2186.0,0.0,0.03725726993664024
201,2186.0,1.0,0.014431542825757563
202,2186.0,2.0,0.007479782108882243
203,2186.0,3.0,0.004482661201750009
204,2186.0,4.0,0.019134918787960302
205,2186.0,5.0,0.01727670360075002
206,2186.0,6.0,0.009720823389820962
207,2186.0,7.0,0.020550521097879488
208,2186.0,8.0,0.016902253206945588
209,2186.0,9.0,0.01346586779971077
210,2187.0,0.0,0.023178692142956397
211,2187.0,1.0,0.01425988277410517
212,2187.0,2.0,0.005721416487350814
213,2187.0,3.0,0.016864868923669136
214,2187.0,4.0,0.026308763489775157
215,2187.0,5.0,0.011892276378047649
216,2187.0,6.0,0.011651621749230748
217,2187.0,7.0,0.008279057352209322
218,2187.0,8.0,0.04024840363942591
219,2187.0,9.0,0.0033069411148051665
220,2188.0,0.0,0.030987120296546707
221,2188.0,1.0,0.03265294172795402
222,2188.0,2.0,0.0026094476756682735
223,2188.0,3.0,0.006912137378013394
224,2188.0,4.0,0.026752860068945644
225,2188.0,5.0,0.015143216223361277
226,2188.0,6.0,0.008720786997523712
227,2188.0,7.0,0.017340389611170754
228,2188.0,8.0,0.006155305572410646
229,2188.0,9.0,0.01933167083928834
230,2190.0,0.0,0.049757788221075565
231,2190.0,1.0,0.023899198122048295
232,2190.0,2.0,0.016243611811776415
233,2190.0,3.0,0.0014340061699528242
234,2190.0,4.0,0.038447593890370925
235,2190.0,5.0,0.01522619334524795
236,2190.0,6.0,0.018053583235324456
237,2190.0,7.0,0.02916816957810328
238,2190.0,8.0,0.00619482339924339
239,2190.0,9.0,0.009918076243871721
240,2191.0,0.0,0.041928551882604644
241,2191.0,1.0,0.018836233728600063
242,2191.0,2.0,0.00965433872648296
243,2191.0,3.0,0.0008620535555159757
244,2191.0,4.0,0.02347247754195162
245,2191.0,5.0,0.014737551901557223
246,2191.0,6.0,0.02456157484650693
247,2191.0,7.0,0.009983888130410212
248,2191.0,8.0,0.030493637855759613
249,2191.0,9.0,0.0060865985216376215
250,2192.0,0.0,0.02580714549260431
251,2192.0,1.0,0.020540839645860585
252,2192.0,2.0,0.010242785512421589
253,2192.0,3.0,0.008917230557354739
254,2192.0,4.0,0.029099342643340447
255,2192.0,5.0,0.017097500465865396
256,2192.0,6.0,0.019104649613984403
257,2192.0,7.0,0.015861761408883634
258,2192.0,8.0,0.016593750048608632
259,2192.0,9.0,0.012684930795551665
260,2193.0,0.0,0.01537270578190931
261,2193.0,1.0,0.014047519240560727
262,2193.0,2.0,0.0028276343662852472
263,2193.0,3.0,0.009900122663841127
264,2193.0,4.0,0.02325229239239243
265,2193.0,5.0,0.013142293166645048
266,2193.0,6.0,0.02866682472856472
267,2193.0,7.0,0.006789266212197696
268,2193.0,8.0,0.05861260895321098
269,2193.0,9.0,0.010797659603109022
270,2194.0,0.0,0.03775644180133239
271,2194.0,1.0,0.01943328927609517
272,2194.0,2.0,0.009769253160013215
273,2194.0,3.0,0.0018888000710370252
274,2194.0,4.0,0.03599058579923504
275,2194.0,5.0,0.026765569404455847
276,2194.0,6.0,0.012990166696701316
277,2194.0,7.0,0.01426850791074191
278,2194.0,8.0,0.013388054471533222
279,2194.0,9.0,0.016471434446702314
280,2195.0,0.0,0.015593214410467005
281,2195.0,1.0,0.038837093725303445
282,2195.0,2.0,0.002528769140776923
283,2195.0,3.0,0.003569890608124171
284,2195.0,4.0,0.03135737063917984
285,2195.0,5.0,0.022347680952463932
286,2195.0,6.0,0.01931394188202224
287,2195.0,7.0,0.002312423100781488
288,2195.0,8.0,0.0474471033331684
289,2195.0,9.0,0.03690646033338398
290,2196.0,0.0,0.027239146036732775
291,2196.0,1.0,0.03453165880629892
292,2196.0,2.0,0.013414268028520922
293,2196.0,3.0,0.0002756296138756915
294,2196.0,4.0,0.022129260517719247
295,2196.0,5.0,0.030673771113590327
296,2196.0,6.0,0.008069244853340408
297,2196.0,7.0,0.005310626474954609
298,2196.0,8.0,0.06344624323466523
299,2196.0,9.0,0.02483987378960387
300,2197.0,0.0,0.026779414695125056
301,2197.0,1.0,0.022904632813962315
302,2197.0,2.0,0.003285349760516487
303,2197.0,3.0,0.003671285331900933
304,2197.0,4.0,0.01552857625936467
305,2197.0,5.0,0.011489653848712865
306,2197.0,6.0,0.0235437730110252
307,2197.0,7.0,0.007461201373215122
308,2197.0,8.0,0.02841176799805493
309,2197.0,9.0,0.00902542259424536
310,2198.0,0.0,0.038959997661631385
311,2198.0,1.0,0.009416273989805409
312,2198.0,2.0,0.01148236979249719
313,2198.0,3.0,0.005579746262719923
314,2198.0,4.0,0.016291597948018387
315,2198.0,5.0,0.011539413701059641
316,2198.0,6.0,0.01258771069681435
317,2198.0,7.0,0.01976438518273573
318,2198.0,8.0,0.0023241187526667055
319,2198.0,9.0,0.014843544197949919
